M1-GABAergic-Vip-Inh VIP LOC108588071,Inh VIP LOC108588071,M1-GABAergic-Vip,#c46ab9,CS201912132_22,RNAseq 22,type
M1-GABAergic-Vip-Inh VIP VAT1L,Inh VIP VAT1L,M1-GABAergic-Vip,#b582ea,CS201912132_23,RNAseq 23,type
M1-GABAergic-Vip-Inh VIP CIT,Inh VIP CIT,M1-GABAergic-Vip,#b488dc,CS201912132_24,RNAseq 24,type
M1-GABAergic-Vip-Inh VIP LOC108588539,Inh VIP LOC108588539,M1-GABAergic-Vip,#b477f5,CS201912132_25,RNAseq 25,type
M1-GABAergic-Sst Chodl-Inh SST NPY,Inh SST NPY,M1-GABAergic-Sst Chodl,#FFEA00,CS201912132_1,RNAseq 01,type
M1-GABAergic-Sst-Inh SST LOC108589054,Inh SST LOC108589054,M1-GABAergic-Sst,#cc7b00,CS201912132_27,RNAseq 27,type
M1-GABAergic-Sst-Inh SST LOC108588801,Inh SST LOC108588801,M1-GABAergic-Sst,#fbaa00,CS201912132_28,RNAseq 28,type
M1-GABAergic-Sst-Inh SST LOC103788138,Inh SST LOC103788138,M1-GABAergic-Sst,#f4b028,CS201912132_29,RNAseq 29,type
M1-GABAergic-Sst-Inh SST MPP5,Inh SST MPP5,M1-GABAergic-Sst,#c68300,CS201912132_30,RNAseq 30,type
M1-GABAergic-Sst-Inh SST KIRREL3,Inh SST KIRREL3,M1-GABAergic-Sst,#e67500,CS201912132_31,RNAseq 31,type
M1-GABAergic-Sst-Inh SST LOC103788660,Inh SST LOC103788660,M1-GABAergic-Sst,#ff933e,CS201912132_32,RNAseq 32,type
M1-GABAergic-Sst-Inh SST CBLN4,Inh SST CBLN4,M1-GABAergic-Sst,#ffb82f,CS201912132_33,RNAseq 33,type
M1-GABAergic-Sst-Inh SST ABI3BP,Inh SST ABI3BP,M1-GABAergic-Sst,#eaa931,CS201912132_34,RNAseq 34,type
M1-GABAergic-Sst-Inh SST TMEFF2,Inh SST TMEFF2,M1-GABAergic-Sst,#de9300,CS201912132_35,RNAseq 35,type
M1-GABAergic-Sst-Inh SST P4HA1,Inh SST P4HA1,M1-GABAergic-Sst,#f19c00,CS201912132_36,RNAseq 36,type
M1-GABAergic-Sst-Inh SST LTBP1,Inh SST LTBP1,M1-GABAergic-Sst,#ff8d1d,CS201912132_37,RNAseq 37,type
M1-GABAergic-Sst-Inh SST AIM1,Inh SST AIM1,M1-GABAergic-Sst,#f97e13,CS201912132_38,RNAseq 38,type
M1-GABAergic-Sst-Inh SST VAPA,Inh SST VAPA,M1-GABAergic-Sst,#e18e25,CS201912132_39,RNAseq 39,type
M1-GABAergic-Sst-Inh SST PCSK5,Inh SST PCSK5,M1-GABAergic-Sst,#de7d00,CS201912132_40,RNAseq 40,type
M1-GABAergic-Sst-Inh PVALB SST LRRC6,Inh PVALB SST LRRC6,M1-GABAergic-Sst,#fa8d00,CS201912132_47,RNAseq 47,type
M1-GABAergic-Pvalb-Inh PVALB OTOGL,Inh PVALB OTOGL,M1-GABAergic-Pvalb,#b3361d,CS201912132_41,RNAseq 41,type
M1-GABAergic-Pvalb-Inh PVALB LOC103790362,Inh PVALB LOC103790362,M1-GABAergic-Pvalb,#bf3c40,CS201912132_42,RNAseq 42,type
M1-GABAergic-Pvalb-Inh PVALB OSBP2,Inh PVALB OSBP2,M1-GABAergic-Pvalb,#ff5161,CS201912132_43,RNAseq 43,type
M1-GABAergic-Pvalb-Inh PVALB LOC103789439,Inh PVALB LOC103789439,M1-GABAergic-Pvalb,#f55433,CS201912132_44,RNAseq 44,type
M1-GABAergic-Pvalb-Inh PVALB GSTK1,Inh PVALB GSTK1,M1-GABAergic-Pvalb,#f6785d,CS201912132_45,RNAseq 45,type
M1-GABAergic-Pvalb-Inh PVALB C8H7orf62,Inh PVALB C8H7orf62,M1-GABAergic-Pvalb,#f76c6f,CS201912132_46,RNAseq 46,type
M1-GABAergic-Pvalb-Inh PVALB ADAMTS3,Inh PVALB ADAMTS3,M1-GABAergic-Pvalb,#ed2523,CS201912132_48,RNAseq 48,type
M1-GABAergic-Pvalb-Inh PVALB SST EYS,Inh PVALB SST EYS,M1-GABAergic-Pvalb,#be001e,CS201912132_49,RNAseq 49,type
M1-GABAergic-Pvalb-Inh PVALB PCDH19,Inh PVALB PCDH19,M1-GABAergic-Pvalb,#d8003d,CS201912132_50,RNAseq 50,type
M1-GABAergic-Pvalb-Inh PVALB KLHL29,Inh PVALB KLHL29,M1-GABAergic-Pvalb,#b20536,CS201912132_51,RNAseq 51,type
M1-GABAergic-Pvalb-Inh PVALB FAM19A4,Inh PVALB FAM19A4,M1-GABAergic-Pvalb,#F4358B,CS201912132_52,RNAseq 52,type
M1-GABAergic-Meis2-Inh PAX6 MEIS2,Inh PAX6 MEIS2,M1-GABAergic-Meis2,#FF0000,CS201912132_26,RNAseq 26,type
M1-Glutamatergic-L2/3 IT-Exc THEMIS ANO3,Exc THEMIS ANO3,M1-Glutamatergic-L2/3 IT,#93d92b,CS201912132_53,RNAseq 53,type
M1-Glutamatergic-L2/3 IT-Exc RORB LOC108588466,Exc RORB LOC108588466,M1-Glutamatergic-L2/3 IT,#7cae24,CS201912132_54,RNAseq 54,type
M1-Glutamatergic-L2/3 IT-Exc RORB SERPINE2,Exc RORB SERPINE2,M1-Glutamatergic-L2/3 IT,#cfce32,CS201912132_55,RNAseq 55,type
M1-Glutamatergic-L2/3 IT-Exc RORB NDST3,Exc RORB NDST3,M1-Glutamatergic-L2/3 IT,#c7ff28,CS201912132_56,RNAseq 56,type
M1-Glutamatergic-L5 IT-Exc RORB KNL1,Exc RORB KNL1,M1-Glutamatergic-L5 IT,#8cbcb4,CS201912132_57,RNAseq 57,type
M1-Glutamatergic-L5 IT-Exc RORB CAV3,Exc RORB CAV3,M1-Glutamatergic-L5 IT,#6eeee3,CS201912132_58,RNAseq 58,type
M1-Glutamatergic-L5 IT-Exc RORB LOC108593203,Exc RORB LOC108593203,M1-Glutamatergic-L5 IT,#00bbc0,CS201912132_61,RNAseq 61,type
M1-Glutamatergic-L5 IT-Exc RORB ANKRD27,Exc RORB ANKRD27,M1-Glutamatergic-L5 IT,#507975,CS201912132_62,RNAseq 62,type
M1-Glutamatergic-L5 IT-Exc RORB ACTA2,Exc RORB ACTA2,M1-Glutamatergic-L5 IT,#8ee5e8,CS201912132_63,RNAseq 63,type
M1-Glutamatergic-L5 IT-Exc RORB USH1C,Exc RORB USH1C,M1-Glutamatergic-L5 IT,#48a4a8,CS201912132_64,RNAseq 64,type
M1-Glutamatergic-L5 IT-Exc RORB SLC38A11,Exc RORB SLC38A11,M1-Glutamatergic-L5 IT,#00aba5,CS201912132_65,RNAseq 65,type
M1-Glutamatergic-L5 IT-Exc RORB PPA2,Exc RORB PPA2,M1-Glutamatergic-L5 IT,#9ad5cb,CS201912132_66,RNAseq 66,type
M1-Glutamatergic-L5 IT-Exc RORB CHGA,Exc RORB CHGA,M1-Glutamatergic-L5 IT,#7baaac,CS201912132_67,RNAseq 67,type
M1-Glutamatergic-L5 IT-Exc RORB HACL1,Exc RORB HACL1,M1-Glutamatergic-L5 IT,#48cbb9,CS201912132_68,RNAseq 68,type
M1-Glutamatergic-L6 IT-Exc THEMIS KCTD16,Exc THEMIS KCTD16,M1-Glutamatergic-L6 IT,#c9cc77,CS201912132_59,RNAseq 59,type
M1-Glutamatergic-L6 IT-Exc THEMIS COBL,Exc THEMIS COBL,M1-Glutamatergic-L6 IT,#cdce31,CS201912132_60,RNAseq 60,type
M1-Glutamatergic-L5 ET-Exc THEMIS ARL13B,Exc THEMIS ARL13B,M1-Glutamatergic-L5 ET,#0D5D7E,CS201912132_70,RNAseq 69,type
M1-Glutamatergic-L5 ET-Exc FEZF2 PIEZO2,Exc FEZF2 PIEZO2,M1-Glutamatergic-L5 ET,#0A75B1,CS201912132_71,RNAseq 70,type
M1-Glutamatergic-L5 ET-Exc FEZF2 PDZRN4,Exc FEZF2 PDZRN4,M1-Glutamatergic-L5 ET,#0B77A5,CS201912132_72,RNAseq 71,type
M1-Glutamatergic-L6b-Exc FEZF2 ARSJ,Exc FEZF2 ARSJ,M1-Glutamatergic-L6b,#53377D,CS201912132_75,RNAseq 74,type
M1-Glutamatergic-L6 IT Car3-Exc THEMIS NTNG2,Exc THEMIS NTNG2,M1-Glutamatergic-L6 IT Car3,#5100FF,CS201912132_76,RNAseq 75,type
M1-Glutamatergic-L5/6 NP-Exc FEZF2 CRYM,Exc FEZF2 CRYM,M1-Glutamatergic-L5/6 NP,#3E9E64,CS201912132_77,RNAseq 76,type
M1-Glutamatergic-L6 CT-Exc FEZF2 RGS4,Exc FEZF2 RGS4,M1-Glutamatergic-L6 CT,#5c7f98,CS201912132_73,RNAseq 72,type
M1-Glutamatergic-L6 CT-Exc FEZF2 NRP1,Exc FEZF2 NRP1,M1-Glutamatergic-L6 CT,#3ec5fd,CS201912132_74,RNAseq 73,type
M1-Non-Neuronal-Astro-Astro FGFR3 EPHB1,Astro FGFR3 EPHB1,M1-Non-Neuronal-Astro,#9a8d64,CS201912132_79,RNAseq 79,type
M1-Non-Neuronal-Astro-Astro FGFR3 NWD1,Astro FGFR3 NWD1,M1-Non-Neuronal-Astro,#846c3d,CS201912132_80,RNAseq 80,type
M1-Non-Neuronal-Astro-Astro FGFR3 RCN2,Astro FGFR3 RCN2,M1-Non-Neuronal-Astro,#565035,CS201912132_81,RNAseq 81,type
M1-Non-Neuronal-Astro-Astro FGFR3 GFAP,Astro FGFR3 GFAP,M1-Non-Neuronal-Astro,#5A503F,CS201912132_82,RNAseq 82,type
M1-Non-Neuronal-Oligo-Oligo SLC1A3 LOC103793418,Oligo SLC1A3 LOC103793418,M1-Non-Neuronal-Oligo,#387567,CS201912132_69,RNAseq 77,type
M1-Non-Neuronal-Oligo-Oligo OPALIN LOC103790018,Oligo OPALIN LOC103790018,M1-Non-Neuronal-Oligo,#0a3324,CS201912132_83,RNAseq 83,type
M1-Non-Neuronal-Oligo-Oligo OPALIN MOBP,Oligo OPALIN MOBP,M1-Non-Neuronal-Oligo,#357567,CS201912132_84,RNAseq 84,type
M1-Non-Neuronal-OPC-OPC PDGFRA VCAN,OPC PDGFRA VCAN,M1-Non-Neuronal-OPC,#446e5c,CS201912132_78,RNAseq 78,type
M1-Non-Neural-Endo-Endo NOSTRIN IL1R1,Endo NOSTRIN IL1R1,M1-Non-Neural-Endo,#b88064,CS201912132_85,RNAseq 85,type
M1-Non-Neural-Endo-Endo NOSTRIN CXCL12,Endo NOSTRIN CXCL12,M1-Non-Neural-Endo,#947160,CS201912132_86,RNAseq 86,type
M1-Non-Neural-Endo-Glia SLC1A3 FBLN5,Glia SLC1A3 FBLN5,M1-Non-Neural-Endo,#a96b62,CS201912132_87,RNAseq 87,type
M1-Non-Neural-Peri-Peri SLC1A3 CHST3,Peri SLC1A3 CHST3,M1-Non-Neural-Peri,#ab7f62,CS201912132_88,RNAseq 88,type
M1-Non-Neural-Peri-Peri SLC1A3 EPSTI1,Peri SLC1A3 EPSTI1,M1-Non-Neural-Peri,#3a2a14,CS201912132_89,RNAseq 89,type
M1-Non-Neural-VLMC-VLMC PDGFRA C7,VLMC PDGFRA C7,M1-Non-Neural-VLMC,#9ca872,CS201912132_90,RNAseq 90,type
M1-Non-Neural-VLMC-VLMC SLC1A3 CEMIP,VLMC SLC1A3 CEMIP,M1-Non-Neural-VLMC,#46492b,CS201912132_91,RNAseq 91,type
M1-Non-Neural-VLMC-VLMC SLC1A3 SLC13A3,VLMC SLC1A3 SLC13A3,M1-Non-Neural-VLMC,#3c582b,CS201912132_92,RNAseq 92,type
M1-Non-Neural-VLMC-VLMC SLC1A3 SLC47A1,VLMC SLC1A3 SLC47A1,M1-Non-Neural-VLMC,#4f513f,CS201912132_93,RNAseq 93,type
M1-Non-Neural-Micro-PVM-Micro TYROBP LOC103788313,Micro TYROBP LOC103788313,M1-Non-Neural-Micro-PVM,#94AF97,CS201912132_94,RNAseq 94,type
