M1-GABAergic-Vip-Inh L1-2 VIP EXPH5,Inh L1-2 VIP EXPH5,M1-GABAergic-Vip,#a00097,CS201912131_20,RNAseq 020,type
M1-GABAergic-Vip-Inh L1-3 VIP HSPB6,Inh L1-3 VIP HSPB6,M1-GABAergic-Vip,#733fb0,CS201912131_21,RNAseq 021,type
M1-GABAergic-Vip-Inh L1-2 VIP PTGER3,Inh L1-2 VIP PTGER3,M1-GABAergic-Vip,#e7a3f4,CS201912131_22,RNAseq 022,type
M1-GABAergic-Vip-Inh L1-2 VIP SCML4,Inh L1-2 VIP SCML4,M1-GABAergic-Vip,#8e27ad,CS201912131_23,RNAseq 023,type
M1-GABAergic-Vip-Inh L1-3 VIP FNDC1,Inh L1-3 VIP FNDC1,M1-GABAergic-Vip,#ef8fe2,CS201912131_24,RNAseq 024,type
M1-GABAergic-Vip-Inh L1-3 VIP CHRNA2,Inh L1-3 VIP CHRNA2,M1-GABAergic-Vip,#9237bb,CS201912131_25,RNAseq 025,type
M1-GABAergic-Vip-Inh L2 VIP SLC6A16,Inh L2 VIP SLC6A16,M1-GABAergic-Vip,#774ea2,CS201912131_26,RNAseq 026,type
M1-GABAergic-Vip-Inh L1 VIP KLHDC8B,Inh L1 VIP KLHDC8B,M1-GABAergic-Vip,#d395ff,CS201912131_27,RNAseq 027,type
M1-GABAergic-Vip-Inh L3-5 VIP IGDCC3,Inh L3-5 VIP IGDCC3,M1-GABAergic-Vip,#b249cd,CS201912131_28,RNAseq 028,type
M1-GABAergic-Vip-Inh L1-5 VIP SMOC1,Inh L1-5 VIP SMOC1,M1-GABAergic-Vip,#b462e9,CS201912131_29,RNAseq 029,type
M1-GABAergic-Vip-Inh L3-5 VIP HS3ST3A1,Inh L3-5 VIP HS3ST3A1,M1-GABAergic-Vip,#b589de,CS201912131_30,RNAseq 030,type
M1-GABAergic-Vip-Inh L5-6 VIP COL4A3,Inh L5-6 VIP COL4A3,M1-GABAergic-Vip,#b884ed,CS201912131_31,RNAseq 031,type
M1-GABAergic-Vip-Inh L1-5 VIP CD27-AS1,Inh L1-5 VIP CD27-AS1,M1-GABAergic-Vip,#e87ddb,CS201912131_32,RNAseq 032,type
M1-GABAergic-Vip-Inh L2-5 VIP BSPRY,Inh L2-5 VIP BSPRY,M1-GABAergic-Vip,#e491ff,CS201912131_33,RNAseq 033,type
M1-GABAergic-Vip-Inh L2-5 VIP SOX11,Inh L2-5 VIP SOX11,M1-GABAergic-Vip,#862f91,CS201912131_34,RNAseq 034,type
M1-GABAergic-Vip-Inh L3-6 VIP ZIM2-AS1,Inh L3-6 VIP ZIM2-AS1,M1-GABAergic-Vip,#b478f5,CS201912131_35,RNAseq 035,type
M1-GABAergic-Vip-Inh L1-5 VIP PHLDB3,Inh L1-5 VIP PHLDB3,M1-GABAergic-Vip,#c46db9,CS201912131_36,RNAseq 036,type
M1-GABAergic-Vip-Inh L1-5 VIP LINC01013,Inh L1-5 VIP LINC01013,M1-GABAergic-Vip,#9148cd,CS201912131_37,RNAseq 037,type
M1-GABAergic-Vip-Inh L3-6 VIP UG0898H09,Inh L3-6 VIP UG0898H09,M1-GABAergic-Vip,#b146a6,CS201912131_38,RNAseq 038,type
M1-GABAergic-Vip-Inh L3-5 VIP TAC3,Inh L3-5 VIP TAC3,M1-GABAergic-Vip,#9d73c6,CS201912131_39,RNAseq 039,type
M1-GABAergic-Sst Chodl-Inh L1-6 SST NPY,Inh L1-6 SST NPY,M1-GABAergic-Sst Chodl,#FFEA00,CS201912131_40,RNAseq 040,type
M1-GABAergic-Sst-Inh L3-5 SST CDH3,Inh L3-5 SST CDH3,M1-GABAergic-Sst,#f97e13,CS201912131_41,RNAseq 041,type
M1-GABAergic-Sst-Inh L5 SST RPL35AP11,Inh L5 SST RPL35AP11,M1-GABAergic-Sst,#faaa00,CS201912131_42,RNAseq 042,type
M1-GABAergic-Sst-Inh L5-6 SST ISX,Inh L5-6 SST ISX,M1-GABAergic-Sst,#cc7b00,CS201912131_43,RNAseq 043,type
M1-GABAergic-Sst-Inh L5-6 PVALB SST CRHR2,Inh L5-6 PVALB SST CRHR2,M1-GABAergic-Sst,#ff913c,CS201912131_44,RNAseq 044,type
M1-GABAergic-Sst-Inh L3-5 SST OR5AH1P,Inh L3-5 SST OR5AH1P,M1-GABAergic-Sst,#e67500,CS201912131_45,RNAseq 045,type
M1-GABAergic-Sst-Inh L3-5 SST GGTLC3,Inh L3-5 SST GGTLC3,M1-GABAergic-Sst,#f4b028,CS201912131_46,RNAseq 046,type
M1-GABAergic-Sst-Inh L2-3 SST NMU,Inh L2-3 SST NMU,M1-GABAergic-Sst,#ffb82f,CS201912131_47,RNAseq 047,type
M1-GABAergic-Sst-Inh L5-6 SST PAWR,Inh L5-6 SST PAWR,M1-GABAergic-Sst,#e07f00,CS201912131_48,RNAseq 048,type
M1-GABAergic-Sst-Inh L5-6 SST PIK3CD,Inh L5-6 SST PIK3CD,M1-GABAergic-Sst,#f19c00,CS201912131_49,RNAseq 049,type
M1-GABAergic-Sst-Inh L1-2 SST CCNJL,Inh L1-2 SST CCNJL,M1-GABAergic-Sst,#fb8d00,CS201912131_50,RNAseq 050,type
M1-GABAergic-Sst-Inh L1-3 SST FAM20A,Inh L1-3 SST FAM20A,M1-GABAergic-Sst,#d46909,CS201912131_51,RNAseq 051,type
M1-GABAergic-Sst-Inh L1-2 SST PRRT4,Inh L1-2 SST PRRT4,M1-GABAergic-Sst,#eaa931,CS201912131_52,RNAseq 052,type
M1-GABAergic-Sst-Inh L5-6 SST BEAN1,Inh L5-6 SST BEAN1,M1-GABAergic-Sst,#c88300,CS201912131_53,RNAseq 053,type
M1-GABAergic-Sst-Inh L5-6 SST DNAJC14,Inh L5-6 SST DNAJC14,M1-GABAergic-Sst,#de9200,CS201912131_54,RNAseq 054,type
M1-GABAergic-Sst-Inh L5-6 SST C4orf26,Inh L5-6 SST C4orf26,M1-GABAergic-Sst,#ff8d1d,CS201912131_55,RNAseq 055,type
M1-GABAergic-Sst-Inh L5-6 SST FBN2,Inh L5-6 SST FBN2,M1-GABAergic-Sst,#f99e3b,CS201912131_56,RNAseq 056,type
M1-GABAergic-Sst-Inh L5-6 SST KLHL1,Inh L5-6 SST KLHL1,M1-GABAergic-Sst,#ffa834,CS201912131_57,RNAseq 057,type
M1-GABAergic-Sst-Inh L6 SST TH,Inh L6 SST TH,M1-GABAergic-Sst,#df8d23,CS201912131_58,RNAseq 058,type
M1-GABAergic-Pvalb-Inh L5-6 PVALB KCNIP2,Inh L5-6 PVALB KCNIP2,M1-GABAergic-Pvalb,#be3b40,CS201912131_59,RNAseq 059,type
M1-GABAergic-Pvalb-Inh L5-6 PVALB ZFPM2-AS1,Inh L5-6 PVALB ZFPM2-AS1,M1-GABAergic-Pvalb,#be001e,CS201912131_60,RNAseq 060,type
M1-GABAergic-Pvalb-Inh L3-5 PVALB ISG20,Inh L3-5 PVALB ISG20,M1-GABAergic-Pvalb,#b20536,CS201912131_61,RNAseq 061,type
M1-GABAergic-Pvalb-Inh L5 PVALB LRIG3,Inh L5 PVALB LRIG3,M1-GABAergic-Pvalb,#f25231,CS201912131_62,RNAseq 062,type
M1-GABAergic-Pvalb-Inh L2-5 PVALB HHIPL1,Inh L2-5 PVALB HHIPL1,M1-GABAergic-Pvalb,#b1331b,CS201912131_63,RNAseq 063,type
M1-GABAergic-Pvalb-Inh L2-5 PVALB RPH3AL,Inh L2-5 PVALB RPH3AL,M1-GABAergic-Pvalb,#d7003c,CS201912131_64,RNAseq 064,type
M1-GABAergic-Pvalb-Inh L3 PVALB SAMD13,Inh L3 PVALB SAMD13,M1-GABAergic-Pvalb,#ed6d5a,CS201912131_65,RNAseq 065,type
M1-GABAergic-Pvalb-Inh L1-2 PVALB CDK20,Inh L1-2 PVALB CDK20,M1-GABAergic-Pvalb,#eb2222,CS201912131_66,RNAseq 066,type
M1-GABAergic-Pvalb-Inh L2 PVALB FRZB,Inh L2 PVALB FRZB,M1-GABAergic-Pvalb,#ff5d68,CS201912131_67,RNAseq 067,type
M1-GABAergic-Pvalb-Inh L1-2 SST CLIC6,Inh L1-2 SST CLIC6,M1-GABAergic-Pvalb,#f26969,CS201912131_68,RNAseq 068,type
M1-GABAergic-Pvalb-Inh L5-6 PVALB GAPDHP60,Inh L5-6 PVALB GAPDHP60,M1-GABAergic-Pvalb,#ff4a3f,CS201912131_69,RNAseq 069,type
M1-GABAergic-Pvalb-Inh L5-6 PVALB FAM150B,Inh L5-6 PVALB FAM150B,M1-GABAergic-Pvalb,#d5314c,CS201912131_70,RNAseq 070,type
M1-GABAergic-Pvalb-Inh L5-6 PVALB MEPE,Inh L5-6 PVALB MEPE,M1-GABAergic-Pvalb,#ff5d53,CS201912131_71,RNAseq 071,type
M1-GABAergic-Pvalb-Inh L1-6 PVALB COL15A1,Inh L1-6 PVALB COL15A1,M1-GABAergic-Pvalb,#F4358B,CS201912131_72,RNAseq 072,type
M1-Glutamatergic-L2/3 IT-Exc L2 LAMP5 KCNG3,Exc L2 LAMP5 KCNG3,M1-Glutamatergic-L2/3 IT,#7aad22,CS201912131_73,RNAseq 073,type
M1-Glutamatergic-L2/3 IT-Exc L2 LINC00507 ATP7B,Exc L2 LINC00507 ATP7B,M1-Glutamatergic-L2/3 IT,#c6ff1f,CS201912131_74,RNAseq 074,type
M1-Glutamatergic-L2/3 IT-Exc L2 LINC00507 GLRA3,Exc L2 LINC00507 GLRA3,M1-Glutamatergic-L2/3 IT,#cecd32,CS201912131_75,RNAseq 075,type
M1-Glutamatergic-L2/3 IT-Exc L2-3 RORB RTKN2,Exc L2-3 RORB RTKN2,M1-Glutamatergic-L2/3 IT,#c9ff3c,CS201912131_76,RNAseq 076,type
M1-Glutamatergic-L2/3 IT-Exc L2-3 LINC00507 DSG3,Exc L2-3 LINC00507 DSG3,M1-Glutamatergic-L2/3 IT,#a0e400,CS201912131_77,RNAseq 077,type
M1-Glutamatergic-L2/3 IT-Exc L3 LAMP5 CARM1P1,Exc L3 LAMP5 CARM1P1,M1-Glutamatergic-L2/3 IT,#93d92b,CS201912131_78,RNAseq 078,type
M1-Glutamatergic-L2/3 IT-Exc L2-3 RORB CCDC68,Exc L2-3 RORB CCDC68,M1-Glutamatergic-L2/3 IT,#b8eb62,CS201912131_80,RNAseq 079,type
M1-Glutamatergic-L2/3 IT-Exc L2-3 RORB PTPN3,Exc L2-3 RORB PTPN3,M1-Glutamatergic-L2/3 IT,#b7ce00,CS201912131_81,RNAseq 080,type
M1-Glutamatergic-L5 IT-Exc L3 THEMIS ENPEP,Exc L3 THEMIS ENPEP,M1-Glutamatergic-L5 IT,#297c71,CS201912131_82,RNAseq 081,type
M1-Glutamatergic-L5 IT-Exc L3-5 RORB TNNT2,Exc L3-5 RORB TNNT2,M1-Glutamatergic-L5 IT,#00bbc0,CS201912131_83,RNAseq 082,type
M1-Glutamatergic-L5 IT-Exc L3-5 RORB LAMA4,Exc L3-5 RORB LAMA4,M1-Glutamatergic-L5 IT,#73ede2,CS201912131_84,RNAseq 083,type
M1-Glutamatergic-L5 IT-Exc L5 THEMIS VILL,Exc L5 THEMIS VILL,M1-Glutamatergic-L5 IT,#4ca8ac,CS201912131_85,RNAseq 084,type
M1-Glutamatergic-L5 IT-Exc L3 RORB OTOGL,Exc L3 RORB OTOGL,M1-Glutamatergic-L5 IT,#91e6e9,CS201912131_86,RNAseq 085,type
M1-Glutamatergic-L5 IT-Exc L3-5 RORB LINC01202,Exc L3-5 RORB LINC01202,M1-Glutamatergic-L5 IT,#547d7a,CS201912131_87,RNAseq 086,type
M1-Glutamatergic-L5 IT-Exc L5 THEMIS SLC22A18,Exc L5 THEMIS SLC22A18,M1-Glutamatergic-L5 IT,#99d5cb,CS201912131_88,RNAseq 087,type
M1-Glutamatergic-L5 IT-Exc L5-6 THEMIS TNFAIP6,Exc L5-6 THEMIS TNFAIP6,M1-Glutamatergic-L5 IT,#5fc5b6,CS201912131_89,RNAseq 088,type
M1-Glutamatergic-L5 IT-Exc L3-5 RORB LNX2,Exc L3-5 RORB LNX2,M1-Glutamatergic-L5 IT,#01d9d5,CS201912131_90,RNAseq 089,type
M1-Glutamatergic-L5 IT-Exc L3-5 RORB RPRM,Exc L3-5 RORB RPRM,M1-Glutamatergic-L5 IT,#7baaac,CS201912131_91,RNAseq 090,type
M1-Glutamatergic-L5 IT-Exc L5 RORB MED8,Exc L5 RORB MED8,M1-Glutamatergic-L5 IT,#97c3c4,CS201912131_92,RNAseq 091,type
M1-Glutamatergic-L5 IT-Exc L5 THEMIS FGF10,Exc L5 THEMIS FGF10,M1-Glutamatergic-L5 IT,#01aba7,CS201912131_93,RNAseq 092,type
M1-Glutamatergic-L6 IT-Exc L6 THEMIS LINC00343,Exc L6 THEMIS LINC00343,M1-Glutamatergic-L6 IT,#cdce31,CS201912131_94,RNAseq 093,type
M1-Glutamatergic-L6 IT-Exc L6 THEMIS SLN,Exc L6 THEMIS SLN,M1-Glutamatergic-L6 IT,#707b00,CS201912131_95,RNAseq 094,type
M1-Glutamatergic-L6 IT-Exc L6 THEMIS SNTG2,Exc L6 THEMIS SNTG2,M1-Glutamatergic-L6 IT,#d0d161,CS201912131_96,RNAseq 095,type
M1-Glutamatergic-L6 IT Car3-Exc L5-6 THEMIS SMYD1,Exc L5-6 THEMIS SMYD1,M1-Glutamatergic-L6 IT Car3,#5100FF,CS201912131_97,RNAseq 096,type
M1-Glutamatergic-L6 CT-Exc L5-6 FEZF2 OR1L8,Exc L5-6 FEZF2 OR1L8,M1-Glutamatergic-L6 CT,#5e8099,CS201912131_98,RNAseq 097,type
M1-Glutamatergic-L6 CT-Exc L5 THEMIS LINC01116,Exc L5 THEMIS LINC01116,M1-Glutamatergic-L6 CT,#41c5fb,CS201912131_99,RNAseq 098,type
M1-Glutamatergic-L6 CT-Exc L5 THEMIS RGPD6,Exc L5 THEMIS RGPD6,M1-Glutamatergic-L6 CT,#1c657f,CS201912131_100,RNAseq 099,type
M1-Glutamatergic-L6 CT-Exc L5-6 FEZF2 C9orf135-AS1,Exc L5-6 FEZF2 C9orf135-AS1,M1-Glutamatergic-L6 CT,#8fb5ce,CS201912131_101,RNAseq 100,type
M1-Glutamatergic-L6 CT-Exc L5-6 FEZF2 FILIP1L,Exc L5-6 FEZF2 FILIP1L,M1-Glutamatergic-L6 CT,#2a84b9,CS201912131_102,RNAseq 101,type
M1-Glutamatergic-L6 CT-Exc L5-6 FEZF2 SH2D1B,Exc L5-6 FEZF2 SH2D1B,M1-Glutamatergic-L6 CT,#4aa9e7,CS201912131_103,RNAseq 102,type
M1-Glutamatergic-L6b-Exc L6 FEZF2 PDYN,Exc L6 FEZF2 PDYN,M1-Glutamatergic-L6b,#22225c,CS201912131_104,RNAseq 103,type
M1-Glutamatergic-L6b-Exc L6 FEZF2 FFAR4,Exc L6 FEZF2 FFAR4,M1-Glutamatergic-L6b,#400855,CS201912131_105,RNAseq 104,type
M1-Glutamatergic-L6b-Exc L6 FEZF2 PROKR2,Exc L6 FEZF2 PROKR2,M1-Glutamatergic-L6b,#3e3492,CS201912131_106,RNAseq 105,type
M1-Glutamatergic-L6b-Exc L5-6 FEZF2 CFTR,Exc L5-6 FEZF2 CFTR,M1-Glutamatergic-L6b,#836ca7,CS201912131_107,RNAseq 106,type
M1-Glutamatergic-L6b-Exc L6 FEZF2 KLK7,Exc L6 FEZF2 KLK7,M1-Glutamatergic-L6b,#7568ce,CS201912131_108,RNAseq 107,type
M1-Glutamatergic-L6b-Exc L6 FEZF2 POGK,Exc L6 FEZF2 POGK,M1-Glutamatergic-L6b,#5d4eb0,CS201912131_109,RNAseq 108,type
M1-Glutamatergic-L5 ET-Exc L5 FEZF2 CSN1S1,Exc L5 FEZF2 CSN1S1,M1-Glutamatergic-L5 ET,#0D5D7E,CS201912131_110,RNAseq 109,type
M1-Glutamatergic-L5 ET-Exc L3-5 FEZF2 ASGR2,Exc L3-5 FEZF2 ASGR2,M1-Glutamatergic-L5 ET,#0A75B1,CS201912131_111,RNAseq 110,type
M1-Glutamatergic-L5 ET-Exc L3-5 FEZF2 LINC01107,Exc L3-5 FEZF2 LINC01107,M1-Glutamatergic-L5 ET,#0B77A5,CS201912131_112,RNAseq 111,type
M1-Glutamatergic-L5/6 NP-Exc L5 FEZF2 PKD2L1,Exc L5 FEZF2 PKD2L1,M1-Glutamatergic-L5/6 NP,#497d4b,CS201912131_113,RNAseq 112,type
M1-Glutamatergic-L5/6 NP-Exc L5 FEZF2 NREP-AS1,Exc L5 FEZF2 NREP-AS1,M1-Glutamatergic-L5/6 NP,#3abe8b,CS201912131_114,RNAseq 113,type
M1-Glutamatergic-L5/6 NP-Exc L5 FEZF2 RNF144A-AS1,Exc L5 FEZF2 RNF144A-AS1,M1-Glutamatergic-L5/6 NP,#60ba66,CS201912131_115,RNAseq 114,type
M1-Glutamatergic-L5/6 NP-Exc L5-6 FEZF2 IFNG-AS1,Exc L5-6 FEZF2 IFNG-AS1,M1-Glutamatergic-L5/6 NP,#2c815f,CS201912131_116,RNAseq 115,type
M1-Glutamatergic-L5/6 NP-Exc L5-6 FEZF2 LPO,Exc L5-6 FEZF2 LPO,M1-Glutamatergic-L5/6 NP,#05996b,CS201912131_117,RNAseq 116,type
M1-Non-Neuronal-OPC-OPC L1-6 PDGFRA COL20A1,OPC L1-6 PDGFRA COL20A1,M1-Non-Neuronal-OPC,#446e5c,CS201912131_118,RNAseq 118,type
M1-Non-Neuronal-Oligo-Oligo L2-6 OPALIN MAP6D1,Oligo L2-6 OPALIN MAP6D1,M1-Non-Neuronal-Oligo,#387567,CS201912131_79,RNAseq 117,type
M1-Non-Neuronal-Oligo-Oligo L3-6 OPALIN ENPP6,Oligo L3-6 OPALIN ENPP6,M1-Non-Neuronal-Oligo,#1a3329,CS201912131_119,RNAseq 119,type
M1-Non-Neuronal-Oligo-Oligo L2-6 OPALIN FTH1P3,Oligo L2-6 OPALIN FTH1P3,M1-Non-Neuronal-Oligo,#003a28,CS201912131_120,RNAseq 120,type
M1-Non-Neuronal-Oligo-Oligo L5-6 OPALIN LDLRAP1,Oligo L5-6 OPALIN LDLRAP1,M1-Non-Neuronal-Oligo,#005444,CS201912131_121,RNAseq 121,type
M1-Non-Neuronal-Astro-Astro L1-6 FGFR3 AQP1,Astro L1-6 FGFR3 AQP1,M1-Non-Neuronal-Astro,#4f492f,CS201912131_122,RNAseq 122,type
M1-Non-Neuronal-Astro-Astro L1 FGFR3 SERPINI2,Astro L1 FGFR3 SERPINI2,M1-Non-Neuronal-Astro,#5A503F,CS201912131_123,RNAseq 123,type
M1-Non-Neuronal-Astro-Astro L1-6 FGFR3 PLCG1,Astro L1-6 FGFR3 PLCG1,M1-Non-Neuronal-Astro,#8D7C5D,CS201912131_124,RNAseq 124,type
M1-Non-Neural-Endo L2-5 NOSTRIN SRGN,Endo L2-5 NOSTRIN SRGN,M1-Non-Neural-Endo,#8D6C62,CS201912131_125,RNAseq 125,type
M1-Non-Neural-VLMC L1-5 PDGFRA COLEC12,VLMC L1-5 PDGFRA COLEC12,M1-Non-Neural-VLMC,#697255,CS201912131_126,RNAseq 126,type
M1-Non-Neural-Micro-PVM-Micro L1-6 TYROBP CD74,Micro L1-6 TYROBP CD74,M1-Non-Neural-Micro-PVM,#94AF97,CS201912131_127,RNAseq 127,type
